gene chr start end
ENSG00000162910.14 1 228297012 228297013
ENSG00000143774.12 1 228327662 228327663
ENSG00000198835.3 1 228337552 228337553
ENSG00000203684.5 1 228353212 228353213
ENSG00000181873.8 1 228353515 228353516
ENSG00000154358.15 1 228395830 228395831
ENSG00000269934.1 1 228463766 228463767
ENSG00000270094.1 1 228581990 228581991
ENSG00000154370.9 1 228594540 228594541
ENSG00000231563.1 1 228595081 228595082
ENSG00000162931.7 1 228604561 228604562
ENSG00000181218.4 1 228645559 228645560
ENSG00000196890.3 1 228645807 228645808
ENSG00000168159.9 1 228674761 228674762
ENSG00000212237.1 1 228783778 228783779
ENSG00000234975.5 1 228823161 228823162
ENSG00000116574.4 1 228870823 228870824
ENSG00000168118.7 1 229406821 229406822
ENSG00000240524.2 1 229407345 229407346
ENSG00000213029.2 1 229440128 229440129
ENSG00000154429.6 1 229479040 229479041
ENSG00000226920.1 1 229576766 229576767
ENSG00000069248.9 1 229644102 229644103
ENSG00000201492.1 1 229685651 229685652
ENSG00000135776.4 1 229694441 229694442
ENSG00000229367.1 1 229706278 229706279
ENSG00000135801.5 1 229761793 229761794
ENSG00000135763.5 1 229761980 229761981
ENSG00000228058.1 1 230138476 230138477
ENSG00000143641.8 1 230193535 230193536
ENSG00000224407.1 1 230417638 230417639
ENSG00000177614.5 1 230561474 230561475
ENSG00000135775.9 1 230778234 230778235
ENSG00000135744.7 1 230850042 230850043
ENSG00000244137.1 1 230931237 230931238
ENSG00000119280.12 1 231005334 231005335
ENSG00000143643.8 1 231114620 231114621
ENSG00000173409.9 1 231114726 231114727
ENSG00000221290.1 1 231155669 231155670
ENSG00000227934.1 1 231157356 231157357
ENSG00000182118.5 1 231175991 231175992
ENSG00000143633.8 1 231376932 231376933
ENSG00000116906.7 1 231376952 231376953
ENSG00000010072.11 1 231472849 231472850
ENSG00000116903.6 1 231473597 231473598
ENSG00000135766.8 1 231560789 231560790
ENSG00000233461.1 1 231664301 231664302
ENSG00000270106.1 1 231664398 231664399
ENSG00000116918.9 1 231664398 231664399
ENSG00000162946.16 1 231762560 231762561
ENSG00000116991.6 1 232697303 232697304
ENSG00000212916.3 1 232940642 232940643
ENSG00000135778.7 1 233086350 233086351
ENSG00000231940.1 1 233425192 233425193
ENSG00000135749.14 1 233431458 233431459
ENSG00000251508.1 1 233431472 233431473
ENSG00000135750.10 1 233749749 233749750
ENSG00000225486.1 1 233972177 233972178
ENSG00000235605.1 1 234492886 234492887
ENSG00000168275.10 1 234509201 234509202
ENSG00000231663.1 1 234509338 234509339
ENSG00000059588.5 1 234614848 234614849
ENSG00000231768.1 1 234667524 234667525
ENSG00000228830.1 1 234742753 234742754
ENSG00000168264.6 1 234745270 234745271
ENSG00000237520.1 1 235092977 235092978
ENSG00000238005.2 1 235105808 235105809
ENSG00000258082.1 1 235116550 235116551
ENSG00000273416.1 1 235267923 235267924
ENSG00000173726.6 1 235292250 235292251
ENSG00000188739.10 1 235324771 235324772
ENSG00000232686.1 1 235334205 235334206
ENSG00000234086.2 1 235473312 235473313
ENSG00000152904.7 1 235490664 235490665
ENSG00000054267.16 1 235491533 235491534
ENSG00000116957.8 1 235530674 235530675
ENSG00000229795.2 1 235596299 235596300
ENSG00000162885.8 1 235667780 235667781
ENSG00000235674.2 1 235901304 235901305
ENSG00000143669.9 1 236046939 236046940
ENSG00000229291.1 1 236135124 236135125
ENSG00000116962.10 1 236228461 236228462
ENSG00000077585.9 1 236305831 236305832
ENSG00000086619.9 1 236445318 236445319
ENSG00000186197.8 1 236511561 236511562
ENSG00000244457.2 1 236646464 236646465
ENSG00000116977.14 1 236681299 236681300
ENSG00000223776.4 1 236687807 236687808
ENSG00000273058.1 1 236700003 236700004
ENSG00000230325.1 1 236713579 236713580
ENSG00000119285.6 1 236767803 236767804
ENSG00000116984.8 1 236958609 236958610
ENSG00000237991.2 1 237144636 237144637
ENSG00000215808.2 1 238649322 238649323
ENSG00000228818.1 1 240308688 240308689
ENSG00000180875.4 1 240775448 240775449
ENSG00000091483.6 1 241683060 241683061
ENSG00000117009.7 1 241695433 241695434
ENSG00000203668.1 1 241799231 241799232
ENSG00000054277.8 1 241840677 241840678
ENSG00000197769.5 1 242162374 242162375
ENSG00000224525.2 1 242366856 242366857
ENSG00000253326.2 1 243219695 243219696
ENSG00000227230.1 1 243299199 243299200
ENSG00000232085.1 1 243327939 243327940
ENSG00000143702.11 1 243418649 243418650
ENSG00000054282.11 1 243419319 243419320
ENSG00000117020.12 1 244014380 244014381
ENSG00000179456.9 1 244214584 244214585
ENSG00000240963.1 1 244572893 244572894
ENSG00000035687.9 1 244615435 244615436
ENSG00000121644.14 1 244816236 244816237
ENSG00000232059.2 1 244858021 244858022
ENSG00000203667.5 1 244998623 244998624
ENSG00000188206.5 1 245018798 245018799
ENSG00000153187.12 1 245027843 245027844
ENSG00000203666.8 1 245133006 245133007
ENSG00000272195.1 1 245134389 245134390
ENSG00000223353.2 1 245287751 245287752
ENSG00000185420.14 1 246670613 246670614
ENSG00000162851.6 1 246729625 246729626
ENSG00000162852.9 1 246729745 246729746
ENSG00000228955.2 1 246795779 246795780
ENSG00000143653.9 1 246887348 246887349
ENSG00000260855.1 1 246935602 246935603
ENSG00000227953.2 1 246939314 246939315
ENSG00000153207.10 1 247095279 247095280
ENSG00000135747.7 1 247242112 247242113
ENSG00000188295.10 1 247267673 247267674
ENSG00000196418.8 1 247335317 247335318
ENSG00000224014.1 1 247338557 247338558
ENSG00000259865.1 1 247351827 247351828
ENSG00000263568.1 1 247365361 247365362
ENSG00000252516.1 1 247367962 247367963
ENSG00000227671.3 1 247374157 247374158
ENSG00000232347.1 1 247405124 247405125
ENSG00000162714.8 1 247495147 247495148
ENSG00000162711.12 1 247579457 247579458
ENSG00000177535.6 1 247615307 247615308
ENSG00000227135.1 1 247690053 247690054
ENSG00000264500.1 1 249120575 249120576
ENSG00000175137.9 1 249120831 249120832
ENSG00000171161.8 1 249132408 249132409
ENSG00000171163.11 1 249153342 249153343
ENSG00000185220.7 1 249200394 249200395
